quartier,type_bien,prix_m2,etat,surface_m2,latitude,longitude
Les Princesses,Appartement,17187.5,Recent,128,33.57582615586263,-7.647158575398512
Liberte,Appartement,12000.0,Recent,75,33.59025613780859,-7.615509549605938
Bachkou,Appartement,19500.0,Recent,106,33.55754672192882,-7.626081826347077
Sidi Moumen,Appartement,9027.777777777776,Recent,72,33.57395539559837,-7.509270347489915
Derb Ghalef,Appartement,14960.62992125984,Recent,127,33.57088307948654,-7.62881886939918
Bourgogne (Sidi Belyout),Appartement,20661.15702479339,Recent,121,33.59197330165138,-7.63598632666144
Plateau,Appartement,18220.33898305085,Recent,118,33.57158147710478,-7.640168545543309
Plateau,Appartement,18220.33898305085,Recent,118,33.57228399731199,-7.640116714617262
Oulfa,Appartement,15243.90243902439,Recent,82,33.54616022709951,-7.68152460194318
Beausejour,Appartement,14473.68421052631,Recent,114,33.57006826363455,-7.648489707014424
Les Princesses,Appartement,11231.88405797101,Recent,138,33.57709013921837,-7.646796893496666
Palmier (Maarif),Appartement,13942.30769230769,Recent,104,33.58007381208331,-7.631723852961976
Cil,Appartement,13396.22641509434,Recent,106,33.57255352963352,-7.655957667044146
Triangle d'Or,Appartement,15600.0,Recent,250,33.58585784202095,-7.637111612085297
Racine,Appartement,16666.66666666667,Recent,174,33.58587820075084,-7.639793062350922
Sidi Bernoussi,Appartement,9345.794392523365,Recent,107,33.6209612996581,-7.487463242515996
Gauthier,Appartement,14414.41441441441,Recent,222,33.59021248211714,-7.630859959317807
Plateau,Appartement,11666.66666666667,Recent,150,33.57507270276876,-7.636959171216144
Ferme Bretonne,Appartement,18867.92452830189,Recent,106,33.55329570862224,-7.645363770771734
Hopitaux,Appartement,11896.55172413793,Recent,116,33.58160039347988,-7.615397150330496
Plateau,Appartement,25000.0,Recent,46,33.56583819978492,-7.638004883804495
Racine,Appartement,14824.12060301508,Recent,199,33.59261952628791,-7.641566902822306
Maarif,Appartement,10593.22033898305,Recent,118,33.58351817778009,-7.630977907317821
Maarif,Appartement,15841.58415841584,Recent,101,33.57924835570446,-7.636779454696383
Bourgogne (Anfa),Appartement,17641.50943396226,Recent,106,33.60279399430167,-7.645918488568792
Derb Ghalef,Appartement,16201.11731843575,Recent,179,33.57429545938546,-7.625779399348028
Plateau,Appartement,13288.28828828829,Recent,222,33.57442542358415,-7.638044320990677
Hopitaux,Appartement,11627.90697674419,Recent,129,33.57591096973555,-7.614158755347308
Oulfa,Appartement,9378.048780487805,Recent,82,33.55057195401588,-7.683766260048608
Hay Hassani,Appartement,8762.886597938144,Recent,97,33.56648812688459,-7.676942305202405
Hopitaux,Appartement,15707.60233918129,Recent,171,33.5713732638924,-7.623126954657664
Gauthier,Appartement,17005.07614213198,Recent,197,33.58979654741924,-7.633770285587934
Gauthier,Appartement,19668.24644549763,Recent,211,33.59130945684701,-7.629195895727505
Maarif Extension,Appartement,20909.09090909091,Recent,55,33.57975782667947,-7.637472567167054
Plateau,Appartement,15384.61538461538,Recent,143,33.57635750993721,-7.633975558731198
Beausejour,Appartement,14242.42424242424,Recent,132,33.56734292839378,-7.653221064420305
Sidi Moumen,Appartement,8214.285714285714,Recent,84,33.57221188009364,-7.51378375923894
Californie,Appartement,15925.92592592593,Recent,135,33.54042691551042,-7.627717569470271
Gauthier,Appartement,12741.31274131274,Recent,259,33.58973276597256,-7.627849838349641
La Gironde,Appartement,10625.0,Recent,80,33.58289598412895,-7.598857779020627
Sidi Maarouf,Appartement,12285.71428571429,Recent,105,33.51632457513077,-7.658156549632173
Derb Omar,Appartement,12209.3023255814,Recent,172,33.58889275333545,-7.603918389418568
Maarif Extension,Appartement,13798.4496124031,Recent,129,33.57882993495737,-7.644904029197206
Sidi Moumen,Duplex,12254.90196078431,Recent,102,33.57316855889155,-7.526664945647494
Maarif,Duplex,16489.36170212766,Recent,188,33.58537791900811,-7.634045044480135
Racine,Duplex,11710.03717472119,Recent,538,33.59277878402447,-7.639094427058609
Triangle d'Or,Duplex,27368.42105263158,Recent,95,33.58985156937149,-7.636244132981875
Sidi Bernoussi,Duplex,15393.25842696629,Recent,89,33.61966945386767,-7.486123000182767
Laymoune,Duplex,9920.63492063492,Recent,252,33.53245200777982,-7.671228029902157
Belvedere (Roches Noires),Duplex,8833.922261484098,Recent,283,33.59180711905928,-7.602545893509821
La Gironde,Duplex,10344.8275862069,Recent,145,33.59192939958154,-7.604691321575081
Ain Diab,Duplex,29874.21383647799,Recent,318,33.58144928537595,-7.674870248143917
Gauthier,Duplex,10933.94077448747,Recent,439,33.58887794253751,-7.632926202645383
Burger,Duplex,16476.68393782383,Recent,193,33.57411318801025,-7.642312818980682
Les Princesses,Duplex,24147.72727272727,Recent,176,33.57960715121148,-7.649561506943422
Racine,Duplex,17543.85964912281,Recent,285,33.58998051147046,-7.634494351806505
Hopitaux,Duplex,10225.40983606557,Recent,244,33.57100815733163,-7.626511722353523
Gauthier,Duplex,22857.14285714286,Recent,210,33.5899637646298,-7.633905289612305
La Gironde,Duplex,12025.3164556962,Recent,79,33.58445102572468,-7.609950321103288
Beausejour,Duplex,12347.97674418605,Recent,129,33.5629756139286,-7.648041926420285
Oulfa,Duplex,7142.857142857143,Recent,126,33.53978308730454,-7.679296667449844
Ferme Bretonne,Duplex,20161.29032258064,Recent,124,33.55526487787636,-7.647063886019813
Racine,Duplex,12893.08176100629,Recent,318,33.59073032410618,-7.636343138181045
Racine,Duplex,14960.62992125984,Recent,254,33.59033172946545,-7.639637241526121
Maarif,Duplex,14000.0,Recent,163,33.58525559230903,-7.631354518229308
Racine,Duplex,13785.04672897196,Recent,214,33.59249158643657,-7.638487938595642
Sidi Moumen,Duplex,9494.38202247191,Recent,178,33.58134159079496,-7.526551074153001
Oulfa,Duplex,11212.12121212121,Recent,165,33.56493220635156,-7.671666590033121
Hopitaux,Duplex,14189.18918918919,Recent,296,33.57468667320163,-7.616688649650323
Hopitaux,Duplex,22500.0,Recent,60,33.58038607275198,-7.616569932185172
Triangle d'Or,Duplex,13989.63730569948,Recent,386,33.59253187154966,-7.641338032530352
Mandarouna,Appartement,8955.223880597016,Recent,134,33.53641481790275,-7.605069322005577
Lekrimat,Appartement,12603.30578512397,Recent,242,33.54279246346643,-7.618147342172688
Burger,Appartement,18181.81818181818,Recent,77,33.57416760163578,-7.642147313623943
Maarif Extension,Appartement,9523.809523809525,Recent,189,33.58250895080864,-7.641318770070738
Gauthier,Appartement,16776.31578947368,Recent,152,33.58960500519282,-7.632118899984969
Racine,Appartement,23834.19689119171,Recent,193,33.58930234530914,-7.640748138332758
Belvedere (Roches Noires),Appartement,11578.94736842105,Recent,76,33.58698385056756,-7.595921846339619
Roches Noires,Appartement,13510.63829787234,Recent,94,33.60122251057353,-7.583926093143021
Hopitaux,Appartement,13829.80952380952,Recent,168,33.57518514705431,-7.617633840802056
Sidi Maarouf,Appartement,13013.69863013699,Recent,73,33.51751290087112,-7.650718855816319
Liberte,Appartement,8486.238532110092,Recent,109,33.58427667360555,-7.608214764894387
Maarif Extension,Appartement,19642.85714285714,Recent,84,33.57863512885939,-7.640597654076196
Hopitaux,Appartement,13495.14563106796,Recent,103,33.58190738157245,-7.616417896472183
Hopitaux,Appartement,13829.80714285714,Recent,140,33.57136608113336,-7.619224016439081
Liberte,Appartement,15714.28571428571,Recent,105,33.5851136633151,-7.613782117902268
Sidi Moumen,Appartement,8035.714285714285,Recent,56,33.58827266639528,-7.527841770523335
Sidi Bernoussi,Appartement,8780.487804878048,Neuf,82,33.62342429805192,-7.485808641725969
Oasis,Appartement,21094.11764705883,Neuf,85,33.559254141323,-7.644003944378413
Triangle d'Or,Appartement,57419.35483870967,Neuf,31,33.58858735551476,-7.637850588505455
Ain Diab Extension,Appartement,14074.07407407407,Neuf,81,33.5634167596538,-7.69957378507578
Oasis,Appartement,13583.33108108108,Neuf,148,33.5565952120553,-7.631571963193599
Oulfa,Appartement,12444.44444444445,Neuf,81,33.54764463187697,-7.678986134310711
Bachkou,Appartement,17714.28571428571,Neuf,84,33.55833523655755,-7.624014184036078
Beausejour,Appartement,13953.48837209302,Neuf,129,33.56782547590721,-7.651632233866801
Ain Sebaa,Appartement,10588.23529411765,Neuf,85,33.60023315109573,-7.512381994889421
Les Princesses,Appartement,18878.5046728972,Neuf,107,33.57701493843929,-7.64686756260948
Sidi Maarouf,Appartement,11181.14285714286,Neuf,77,33.51423351206047,-7.645055556265373
Ferme Bretonne,Appartement,28809.52380952381,Neuf,42,33.56629895091368,-7.646441479804421
Derb Ghalef,Appartement,16500.0,Neuf,72,33.57354821366968,-7.630042191588157
Ain Diab Extension,Appartement,16250.0,Neuf,120,33.55866226738216,-7.713874314997878
Sidi Bernoussi,Appartement,10129.87012987013,Neuf,77,33.61792700143403,-7.494843274627415
Oulfa,Appartement,10987.65432098765,Neuf,81,33.54298587974072,-7.706120774940852
Oulfa,Appartement,9863.013698630137,Neuf,73,33.5425743260206,-7.704641401083225
Maarif Extension,Appartement,21666.66666666667,Neuf,54,33.58103026322739,-7.641011462845123
Ferme Bretonne,Appartement,16991.30434782609,Neuf,115,33.55319857391908,-7.644921382063873
Gauthier,Appartement,29411.76470588235,Neuf,51,33.59115478512899,-7.635050522253795
Beausejour,Appartement,29302.32558139535,Neuf,43,33.56693953553942,-7.65462132305111
Oasis,Appartement,24435.89743589744,Neuf,39,33.56867818030364,-7.640745216234411
Ain Sebaa,Appartement,13967.2131147541,Neuf,61,33.6058835991025,-7.542825283750068
Oasis,Appartement,26891.89189189189,Neuf,37,33.56883521399527,-7.637635031348536
Derb Omar,Appartement,15384.61538461538,Neuf,52,33.59317802895935,-7.608969785517942
Les Princesses,Appartement,27316.45569620253,Neuf,79,33.57894177531929,-7.647825847870651
Ain Diab Extension,Villa,22884.61538461538,Neuf,208,33.55918307895543,-7.714411412345568
Hopitaux,Studio,12878.78787878788,Recent,66,33.57399400841622,-7.617175834441131
Hopitaux,Studio,12142.85714285714,Recent,70,33.57397967958017,-7.615978671011788
Plateau,Studio,19696.9696969697,Recent,66,33.57446021152619,-7.637539032737394
Belvedere (Roches Noires),Studio,16304.34782608696,Recent,46,33.59335488296448,-7.593803071240205
Maarif,Studio,17358.49056603774,Recent,53,33.58298911839533,-7.634128445894945
Bourgogne (Anfa),Studio,16929.13385826772,Recent,127,33.59255316468635,-7.642750914868221
La Gironde,Studio,8805.970149253732,Recent,67,33.5799802328165,-7.597786260612354
La Gironde,Studio,7972.972972972973,Recent,74,33.58087262588577,-7.597080085763505
Plateau,Studio,24610.16949152542,Recent,59,33.56875693734521,-7.64131566653158
Ferme Bretonne,Studio,28571.42857142857,Recent,56,33.56566486502054,-7.645525405417432
Hopitaux,Studio,12380.95238095238,Recent,105,33.57554266971044,-7.615908974417383
Oulfa,Studio,8421.052631578947,Recent,38,33.55178652137282,-7.693317457016619
Oasis,Studio,20576.92307692308,Recent,52,33.56593025646896,-7.645142338909841
Belvedere (Roches Noires),Studio,17647.05882352941,Recent,68,33.59361083200488,-7.598169702407699
Oasis,Studio,16000.0,Recent,75,33.56800600913659,-7.630457428890976
Oasis,Studio,18307.69230769231,Recent,65,33.56240578827936,-7.629686692556827
Maarif Extension,Studio,17333.33333333333,Recent,75,33.57765229337544,-7.643169611436861
Maarif Extension,Studio,17605.6338028169,Recent,71,33.57963010735576,-7.643703238773773
Ferme Bretonne,Studio,20289.85507246377,Recent,69,33.56334584597725,-7.646588106415125
Val Fleury,Studio,15000.0,Recent,110,33.56943392228251,-7.641784198962591
Val Fleury,Studio,14017.85714285714,Recent,112,33.57102273205025,-7.641136068410366
Californie,Studio,8843.537414965986,Recent,147,33.53711202032402,-7.62177111969231
Gauthier,Studio,15492.95774647887,Recent,71,33.59519244071726,-7.629851155170348
Gauthier,Studio,27272.72727272727,Recent,44,33.59231014824663,-7.63123698816456
Bourgogne (Sidi Belyout),Studio,21568.62745098039,Recent,51,33.59782518208701,-7.635221701701521
Ibn Tachfine,Studio,3168.044077134986,Recent,363,33.58770995642853,-7.586895512376655
Ferme Bretonne,Studio,23709.67741935484,Recent,62,33.56323660923148,-7.645700900195751
Oulfa,Studio,6711.409395973154,Recent,149,33.54003689201893,-7.679663669076757
Burger,Studio,17250.0,Recent,80,33.57198333523873,-7.644264045906554
Les Princesses,Studio,24915.25423728814,Recent,59,33.5781009029939,-7.647790606832176
Ain Sebaa,Villa,12642.04545454545,Recent,704,33.62147713166389,-7.527061611258987
Laymoune,Villa,23833.33333333333,Recent,300,33.54225705114772,-7.668202596129859
Oulfa,Villa,13011.69590643275,Recent,342,33.53883219935919,-7.686459595336667
Oulfa,Villa,8720.93023255814,Recent,344,33.54610838837333,-7.683584284818491
Ain Diab,Villa,22321.42857142857,Recent,224,33.57320238955899,-7.688248410900637
Oulfa,Villa,13502.10970464135,Recent,237,33.53960728764805,-7.686734591729461
Oulfa,Villa,11421.31979695431,Recent,394,33.53842969285277,-7.68861157667896
Oulfa,Villa,12923.07692307692,Recent,325,33.53834539260941,-7.686985746608833
Sidi Bernoussi,Villa,26050.42016806723,Recent,119,33.61464732814675,-7.485207609762527
Ain Sebaa,Villa,10895.06172839506,Recent,324,33.61170948919354,-7.526478991917783
Cil,Villa,34642.03233256351,Recent,433,33.57387750612354,-7.65404766716374
Laymoune,Villa,22184.30034129693,Recent,293,33.54471050542101,-7.670080859253993
Lekrimat,Villa,20071.68458781362,Recent,279,33.54644726366897,-7.607160372198574
Bourgogne (Anfa),Villa,48418.97233201581,Recent,253,33.60164067644035,-7.633691722472848
Gauthier,Villa,49342.10526315789,Recent,152,33.58977218411492,-7.629160015495087
Ain Diab Extension,Villa,18861.20996441281,Recent,281,33.5369881767565,-7.747546157293318
Cil,Villa,45010.61571125266,Recent,471,33.56811459714428,-7.658768573036945
Laymoune,Villa,12700.96463022508,Recent,622,33.5410650798218,-7.66491920777378
Ain Diab,Villa,19346.28975265018,Recent,1132,33.57495665450435,-7.699193449107014
Ain Diab,Villa,24813.66459627329,Recent,322,33.57175406895295,-7.691232694319978
Oasis,Villa,19000.0,Recent,450,33.56006603723459,-7.642371580932922
Laymoune,Villa,41025.64102564102,Recent,78,33.54254347629409,-7.672088917349043
Californie,Villa,19061.58357771261,Recent,682,33.51436302888163,-7.611361963440203
Oasis,Villa,18614.71861471861,Recent,462,33.55966629745208,-7.637364346007236
Oasis,Villa,18525.51984877127,Recent,529,33.56159235153498,-7.642643815408442
Ain Diab,Villa,28100.77519379845,Recent,516,33.59840942136962,-7.65516718849768
Ain Diab,Villa,16783.21678321678,Recent,715,33.57882145244761,-7.678365166530024
Nassim,Villa,12469.98284734134,Recent,583,33.51865492247154,-7.665596512098705
Ain Diab Extension,Villa,24596.77419354839,Recent,496,33.56554353958246,-7.714419271397394
Val Fleury,Villa,35777.42699289661,Recent,1267,33.57293466389759,-7.635885280312924
Ain Diab Extension,Villa,17324.56140350877,Recent,456,33.56436748380962,-7.711235502750312
Oasis,Villa,20610.68702290076,Recent,655,33.56343104884216,-7.630787715995227
Ain Diab,Villa,20500.0,Recent,1000,33.57150856349431,-7.69253443278303
Oasis,Villa,16734.69387755102,Recent,490,33.5617964070855,-7.630772180421718
Mers Sultan,Villa,13225.8064516129,Recent,620,33.58129442990693,-7.611910793634114
Anfa Superieur,Villa,26733.50041771094,Recent,1197,33.58630016500626,-7.671378434813628
Cil,Villa,40899.7955010225,Recent,489,33.57359864742591,-7.657340476632173
Laymoune,Villa,10413.22314049587,Recent,605,33.54030396171306,-7.66794234555914
Oasis,Villa,19722.8144989339,Recent,938,33.56145871094716,-7.642737125376102
Laymoune,Villa,34482.75862068965,Recent,116,33.53667298173871,-7.667918159010084
Ain Diab,Villa,22540.98360655738,Recent,488,33.58401341160214,-7.6824718709525
Californie,Villa,13989.16967509025,Recent,1108,33.53875818178233,-7.628623049363299
Ain Diab,Villa,25740.74074074074,Recent,270,33.59992616914545,-7.655789892521614
Californie,Villa,18305.08474576271,Recent,885,33.5105027029599,-7.61182318858951
Nassim,Villa,18197.27891156463,Recent,294,33.51687438721932,-7.67008064913727
Ain Diab,Villa,24486.80351906158,Recent,341,33.57066658219339,-7.69619248516229
Sidi Maarouf,Villa,12337.66233766234,Recent,616,33.52211918890243,-7.647313254192139
Californie,Villa,17340.06734006734,Recent,594,33.54672778639619,-7.621886446519607
Oulfa,Villa,34567.9012345679,Recent,81,33.54761310388858,-7.680065720924282
Oulfa,Villa,13744.85596707819,Recent,243,33.54413609685315,-7.697198274494757
Californie,Villa,21428.57142857143,Recent,462,33.52414500928158,-7.629855524544312
Ain Diab,Villa,26791.27725856698,Recent,321,33.58838601061336,-7.674066462765464
Oasis,Villa,19343.06569343066,Recent,685,33.56082453525604,-7.632369883132927
Ain Diab,Villa,33205.61941251597,Recent,783,33.57544840771429,-7.686725253039191
